"","x$Date","x$Hour","WSEmax","VOLUME","lag","vol_chg","inflow"
"2967",2018-03-10,3,121.83,9874.15048027039,9874.15048027039,0,0
"2968",2018-03-10,4,121.83,9874.15048027039,9874.15048027039,0,0
"2969",2018-03-10,5,121.83,9874.15048027039,9874.15048027039,0,0
"2970",2018-03-10,6,121.83,9874.15048027039,9874.15048027039,0,0
"2971",2018-03-10,7,121.83,9874.15048027039,9874.15048027039,0,0
"2972",2018-03-10,8,121.83,9874.15048027039,9874.15048027039,0,0
"2973",2018-03-10,9,121.83,9874.15048027039,9874.15048027039,0,0
"2974",2018-03-10,10,121.83,9874.15048027039,9874.15048027039,0,0
"2975",2018-03-10,11,121.83,9874.15048027039,9874.15048027039,0,0
"2976",2018-03-10,12,121.83,9874.15048027039,9874.15048027039,0,0
"2977",2018-03-10,13,121.83,9874.15048027039,9874.15048027039,0,0
"2978",2018-03-10,14,121.83,9874.15048027039,9874.15048027039,0,0
"2979",2018-03-10,15,121.83,9874.15048027039,9874.15048027039,0,0
"2980",2018-03-10,16,121.83,9874.15048027039,9874.15048027039,0,0
"2981",2018-03-10,17,121.83,9874.15048027039,9874.15048027039,0,0
"2982",2018-03-10,18,121.83,9874.15048027039,9874.15048027039,0,0
"2983",2018-03-10,19,121.83,9874.15048027039,9874.15048027039,0,0
"2984",2018-03-10,20,121.83,9874.15048027039,9874.15048027039,0,0
"2985",2018-03-10,21,121.83,9874.15048027039,9874.15048027039,0,0
"2986",2018-03-10,22,121.83,9874.15048027039,9874.15048027039,0,0
"2987",2018-03-10,23,121.83,9874.15048027039,9874.15048027039,0,0
"2988",2018-03-11,0,121.83,9874.15048027039,9874.15048027039,0,0
"2989",2018-03-11,1,121.83,9874.15048027039,9874.15048027039,0,0
"2990",2018-03-11,2,121.83,9874.15048027039,9874.15048027039,0,0
"2991",2018-03-11,3,121.83,9874.15048027039,9874.15048027039,0,0
"2992",2018-03-11,4,121.83,9874.15048027039,9874.15048027039,0,0
"2993",2018-03-11,5,121.83,9874.15048027039,9874.15048027039,0,0
"2994",2018-03-11,6,121.83,9874.15048027039,9874.15048027039,0,0
"2995",2018-03-11,7,121.83,9874.15048027039,9874.15048027039,0,0
"2996",2018-03-11,8,121.83,9874.15048027039,9874.15048027039,0,0
"2997",2018-03-11,9,121.83,9874.15048027039,9874.15048027039,0,0
"2998",2018-03-11,11,121.83,9874.15048027039,9874.15048027039,0,0
"2999",2018-03-11,12,121.83,9874.15048027039,9874.15048027039,0,0
"3000",2018-03-11,13,121.83,9874.15048027039,9874.15048027039,0,0
"3001",2018-03-11,14,121.83,9874.15048027039,9874.15048027039,0,0
"3002",2018-03-11,15,121.83,9874.15048027039,9874.15048027039,0,0
"3003",2018-03-11,16,121.83,9874.15048027039,9874.15048027039,0,0
"3004",2018-03-11,17,121.83,9874.15048027039,9874.15048027039,0,0
